"ID","DeviceID","TTL","TransmissionPower","TransmissionsNumber","IntervalTime","TTLResidue","Delay"
"9762","3","5","6","3","5","1","17936080.00"
"9763","2","5","6","5","1","2","6906698.00"
"9764","1","5","6","5","1","2","7146975.00"
"9765","3","5","6","5","1","1","7244616.00"
"9766","1","5","6","5","1","2","8221763.00"
"9767","2","5","6","5","1","2","8263176.00"
"9768","3","5","6","5","1","1","8534911.00"
"9769","1","5","6","5","1","2","17939049.00"
"9770","2","5","6","5","1","2","17981945.00"
"9771","3","5","6","5","1","1","18282698.00"
"9772","2","5","6","5","1","2","12043292.00"
"9773","1","5","6","5","1","1","12085485.00"
"9774","3","5","6","5","1","0","12483390.00"
"9775","1","5","6","5","1","2","15363349.00"
"9776","2","5","6","5","1","2","15405459.00"
"9777","3","5","6","5","1","1","15735271.00"
"9778","1","5","6","5","1","1","11527699.00"
"9779","2","5","6","5","1","2","11632476.00"
"9780","3","5","6","5","1","0","11834155.00"
"9781","2","5","6","5","1","2","14913096.00"
"9782","1","5","6","5","1","2","15266527.00"
"9783","3","5","6","5","1","1","15553625.00"
"9784","1","5","6","5","1","2","16668520.00"
"9785","2","5","6","5","1","0","16824347.00"
"9786","3","5","6","5","1","1","17011866.00"
"9787","1","5","6","5","1","1","25753204.00"
"9788","2","5","6","5","1","2","25796688.00"
"9789","3","5","6","5","1","1","26344263.00"
"9790","2","5","6","5","1","2","17173223.00"
"9791","1","5","6","5","1","1","17333923.00"
"9792","3","5","6","5","1","1","17513646.00"
"9793","1","5","6","5","1","2","20588197.00"
"9794","2","5","6","5","1","1","20630307.00"
"9795","3","5","6","5","1","1","21197492.00"
"9796","2","5","6","5","1","2","24013744.00"
"9797","1","5","6","5","1","2","24346964.00"
"9798","3","5","6","5","1","1","24648295.00"
"9799","2","5","6","5","1","2","24849971.00"
"9800","1","5","6","5","1","2","24892156.00"
"9801","3","5","6","5","1","1","25202879.00"
"9802","1","5","6","5","1","2","25738045.00"
"9803","2","5","6","5","1","2","25780238.00"
"9804","3","5","6","5","1","1","26262632.00"
"9805","2","5","6","5","1","2","21320317.00"
"9806","1","5","6","5","1","1","21362600.00"
"9807","3","5","6","5","1","0","21633723.00"
"9808","2","5","6","5","1","2","16880811.00"
"9809","3","5","6","5","1","1","17233785.00"
"9810","1","5","6","5","1","2","17522043.00"
"9811","1","5","6","5","1","2","19274241.00"
"9812","2","5","6","5","1","2","19316434.00"
"9813","3","5","6","5","1","1","19835359.00"
"9814","2","5","6","5","1","2","22143902.00"
"9815","1","5","6","5","1","2","22187138.00"
"9816","3","5","6","5","1","1","22729199.00"
"9817","2","5","6","5","1","2","25869930.00"
"9818","1","5","6","5","1","2","25918774.00"
"9819","3","5","6","5","1","1","26503012.00"
"9820","1","5","6","5","2","1","11112484.00"
"9821","2","5","6","5","2","2","11154273.00"
"9822","3","5","6","5","2","0","11553797.00"
"9823","2","5","6","5","2","2","12600101.00"
"9824","1","5","6","5","2","1","12713877.00"
"9825","3","5","6","5","2","1","12755121.00"
"9826","2","5","6","5","2","2","13943683.00"
"9827","1","5","6","5","2","2","13985702.00"
"9828","3","5","6","5","2","1","14513896.00"
"9829","2","5","6","5","2","2","17293327.00"
"9830","1","5","6","5","2","1","17335347.00"
"9831","3","5","6","5","2","1","17578908.00"
"9832","2","5","6","5","2","2","22675120.00"
"9833","1","5","6","5","2","2","22717956.00"
"9834","3","5","6","5","2","1","23058414.00"
"9835","1","5","6","5","2","2","13093313.00"
"9836","2","5","6","5","2","1","13345816.00"
"9837","3","5","6","5","2","2","13623463.00"
"9838","2","5","6","5","2","2","16501436.00"
"9839","1","5","6","5","2","1","16814344.00"
"9840","3","5","6","5","2","0","17143159.00"
"9841","2","5","6","5","2","2","17983155.00"
"9842","1","5","6","5","2","1","18025182.00"
"9843","3","5","6","5","2","1","18280473.00"
"9844","2","5","6","5","2","2","21393244.00"
"9845","1","5","6","5","2","1","21434575.00"
"9846","3","5","6","5","2","0","21480408.00"
"9847","2","5","6","5","2","2","22811527.00"
"9848","1","5","6","5","2","2","22858768.00"
"9849","3","5","6","5","2","1","23063705.00"
"9850","2","5","6","5","2","2","24247380.00"
"9851","1","5","6","5","2","2","24501764.00"
"9852","3","5","6","5","2","1","24632818.00"
"9853","2","5","6","5","2","2","25672992.00"
"9854","1","5","6","5","2","1","25715098.00"
"9855","3","5","6","5","2","2","25978206.00"
"9856","2","5","6","5","2","2","29132853.00"
"9857","1","5","6","5","2","2","29174959.00"
"9858","3","5","6","5","2","1","29563662.00"
"9859","2","5","6","5","2","2","30509996.00"
"9860","1","5","6","5","2","1","30763577.00"
"9861","3","5","6","5","2","1","30983418.00"
"9862","1","5","6","5","2","2","35448937.00"
"9863","2","5","6","5","2","2","35491121.00"
"9864","3","5","6","5","2","1","35884851.00"
"9865","1","5","6","5","2","2","16907645.00"
"9866","2","5","6","5","2","2","16948885.00"
"9867","3","5","6","5","2","1","17254243.00"
"9868","2","5","6","5","3","2","11393157.00"
"9869","3","5","6","5","3","1","11693760.00"
"9870","1","5","6","5","3","0","11735238.00"
"9871","2","5","6","5","3","2","12532690.00"
"9872","1","5","6","5","3","1","12696945.00"
"9873","3","5","6","5","3","1","13173501.00"
"9874","1","5","6","5","3","2","14001317.00"
"9875","2","5","6","5","3","2","14043344.00"
"9876","3","5","6","5","3","1","14564637.00"
"9877","2","5","6","5","3","2","17410613.00"
"9878","1","5","6","5","3","1","17452491.00"
"9879","3","5","6","5","3","1","17813422.00"
"9880","2","5","6","5","3","2","20813636.00"
"9881","1","5","6","5","3","2","20953453.00"
"9882","3","5","6","5","3","1","21243417.00"
"9883","2","5","6","5","3","2","13152187.00"
"9884","1","5","6","5","3","2","13194210.00"
"9885","3","5","6","5","3","2","13675207.00"
"9886","2","5","6","5","3","2","16524288.00"
"9887","1","5","6","5","3","1","16773610.00"
"9888","3","5","6","5","3","1","16873596.00"
"9889","2","5","6","5","3","2","17483702.00"
"9890","1","5","6","5","3","2","17525120.00"
"9891","3","5","6","5","3","1","18101962.00"
"9892","2","5","6","5","3","2","18873910.00"
"9893","1","5","6","5","3","1","19033785.00"
"9894","3","5","6","5","3","0","19213811.00"
"9895","2","5","6","5","3","2","20303447.00"
"9896","1","5","6","5","3","1","20464043.00"
"9897","3","5","6","5","3","1","20685918.00"
"9898","2","5","6","5","3","2","21732802.00"
"9899","1","5","6","5","3","1","21833938.00"
"9900","3","5","6","5","3","0","22513735.00"
"9901","2","5","6","5","3","2","27133492.00"
"9902","1","5","6","5","3","1","27413209.00"
"9903","3","5","6","5","3","1","27613166.00"
"9904","1","5","6","5","3","1","20613202.00"
"9905","2","5","6","5","3","2","20655138.00"
"9906","3","5","6","5","3","1","20834525.00"
"9907","1","5","6","5","3","1","23983306.00"
"9908","2","5","6","5","3","2","24045206.00"
"9909","3","5","6","5","3","1","24244409.00"
"9910","2","5","6","5","3","2","25382815.00"
"9911","1","5","6","5","3","1","25493507.00"
"9912","3","5","6","5","3","0","25693981.00"
"9913","2","5","6","5","3","2","17364445.00"
"9914","1","5","6","5","3","1","17643835.00"
"9915","3","5","6","5","3","0","17685075.00"
"9916","1","5","6","5","3","1","18813326.00"
"9917","2","5","6","5","3","2","18854578.00"
"9918","3","5","6","5","3","0","19103562.00"
"9919","1","5","6","5","4","2","12877260.00"
"9920","2","5","6","5","4","0","13098101.00"
"9921","3","5","6","5","4","1","13183419.00"
"9922","1","5","6","5","4","2","14918588.00"
"9923","2","5","6","5","4","2","15063920.00"
"9924","3","5","6","5","4","1","15402936.00"
"9925","1","5","6","5","4","2","15755504.00"
"9926","2","5","6","5","4","2","15797497.00"
"9927","3","5","6","5","4","1","16147452.00"
"9928","2","5","6","5","4","2","19123821.00"
"9929","1","5","6","5","4","1","19245830.00"
"9930","3","5","6","5","4","1","19722669.00"
"9931","1","5","6","5","4","2","22914250.00"
"9932","2","5","6","5","4","2","22958206.00"
"9933","3","5","6","5","4","1","23253078.00"
"9934","1","5","6","5","4","2","14734149.00"
"9935","2","5","6","5","4","0","14775787.00"
"9936","3","5","6","5","4","1","15077139.00"
"9937","2","5","6","5","4","1","15993290.00"
"9938","1","5","6","5","4","2","16293336.00"
"9939","3","5","6","5","4","1","16674467.00"
"9940","2","5","6","5","4","2","16764852.00"
"9941","1","5","6","5","4","1","16835366.00"
"9942","3","5","6","5","4","0","17133703.00"
"9943","1","5","6","5","4","2","10207949.00"
"9944","2","5","6","5","4","1","10453282.00"
"9945","3","5","6","5","4","1","10762594.00"
"9946","2","5","6","5","4","2","14000580.00"
"9947","1","5","6","5","4","1","14163501.00"
"9948","3","5","6","5","4","0","14263594.00"
"9949","1","5","6","5","4","2","15031435.00"
"9950","2","5","6","5","4","2","15071498.00"
"9951","3","5","6","5","4","1","15444785.00"
"9952","2","5","6","5","4","2","16393386.00"
"9953","1","5","6","5","4","1","16593705.00"
"9954","3","5","6","5","4","1","16992236.00"
"9955","2","5","6","5","4","2","21740195.00"
"9956","1","5","6","5","4","1","21782213.00"
"9957","3","5","6","5","4","1","22208968.00"
"9958","2","5","6","5","4","2","23243876.00"
"9959","1","5","6","5","4","2","23285895.00"
"9960","3","5","6","5","4","1","23581429.00"
"9961","1","5","6","5","4","2","26649983.00"
"9962","2","5","6","5","4","1","26691303.00"
"9963","3","5","6","5","4","0","27015597.00"
"9964","2","5","6","5","4","2","17406643.00"
"9965","1","5","6","5","4","2","17447847.00"
"9966","3","5","6","5","4","1","18051901.00"
"9967","3","5","6","5","4","1","19185441.00"
"9968","1","5","6","5","4","1","19226771.00"
"9969","2","5","6","5","4","2","19272604.00"
"9970","1","5","6","5","5","2","11163380.00"
"9971","2","5","6","5","5","0","11264409.00"
"9972","3","5","6","5","5","1","11583684.00"
"9973","2","5","6","5","5","2","12813155.00"
"9974","3","5","6","5","5","1","13153862.00"
"9975","1","5","6","5","5","1","13467397.00"
"9976","1","5","6","5","5","2","14055838.00"
"9977","2","5","6","5","5","2","14097251.00"
"9978","3","5","6","5","5","1","14315886.00"
"9979","3","5","6","5","5","1","17346720.00"
"9980","1","5","6","5","5","1","17388137.00"
"9981","2","5","6","5","5","2","17434057.00"
"9982","1","5","6","5","5","2","20783432.00"
"9983","2","5","6","5","5","2","21040750.00"
"9984","3","5","6","5","5","2","21411685.00"
"9985","2","5","6","5","5","1","13139550.00"
"9986","3","5","6","5","5","2","13335271.00"
"9987","1","5","6","5","5","2","13543401.00"
"9988","1","5","6","5","5","2","18872067.00"
"9989","2","5","6","5","5","2","18933857.00"
"9990","3","5","6","5","5","1","19263900.00"
"9991","1","5","6","5","5","1","10657922.00"
"9992","2","5","6","5","5","2","10701505.00"
"9993","3","5","6","5","5","2","10903485.00"
"9994","1","5","6","5","5","2","14378027.00"
"9995","2","5","6","5","5","2","14424785.00"
"9996","3","5","6","5","5","2","14816743.00"
"9997","2","5","6","5","5","1","14845417.00"
"9998","1","5","6","5","5","2","15053685.00"
"9999","3","5","6","5","5","1","15425880.00"
"10000","2","5","6","5","5","1","16283355.00"
"10001","1","5","6","5","5","2","16325865.00"
"10002","3","5","6","5","5","1","16602858.00"
"10003","1","5","6","5","5","2","20001901.00"
"10004","2","5","6","5","5","0","20243724.00"
"10005","3","5","6","5","5","1","20440553.00"
"10006","2","5","6","5","5","2","21770023.00"
"10007","1","5","6","5","5","1","21812029.00"
"10008","3","5","6","5","5","1","22208691.00"
"10009","1","5","6","5","5","2","24624992.00"
"10010","2","5","6","5","5","0","24667010.00"
"10011","3","5","6","5","5","1","24824363.00"
"10012","2","5","6","5","5","1","27953391.00"
"10013","3","5","6","5","5","2","27994722.00"
"10014","1","5","6","5","5","2","28040642.00"
"10015","2","5","6","5","5","1","17024173.00"
"10016","1","5","6","5","5","2","17065508.00"
"10017","3","5","6","5","5","2","17111423.00"
"10018","1","5","6","5","5","2","18842948.00"
"10019","3","5","6","5","5","1","18887463.00"
"10020","2","5","6","5","5","0","18986593.00"
"10021","1","2","1","1","1","1","1121702.00"
"10022","2","2","1","1","1","2","2080105.00"
"10023","1","2","1","1","1","2","3558959.00"
"10024","2","2","1","1","1","2","1818865.00"
"10025","2","2","1","1","1","2","2398967.00"
"10026","3","2","1","1","1","2","2439074.00"
"10027","1","2","1","1","1","2","7555457.00"
"10028","3","2","1","1","1","1","3276225.00"
"10029","2","2","1","1","1","2","3716336.00"
"10030","2","2","1","1","1","2","2908432.00"
"10031","3","2","1","1","1","2","3708712.00"
"10032","3","2","1","1","1","1","3513951.00"
"10033","1","2","1","1","1","2","11710708.00"
"10034","2","2","1","1","1","2","4200604.00"
"10035","2","2","1","1","1","2","3639159.00"
"10036","2","2","1","1","1","2","3818914.00"
"10037","3","2","1","1","1","2","4659575.00"
"10038","1","2","1","1","1","2","15138684.00"
"10039","3","2","1","1","1","1","4598070.00"
"10040","2","2","1","1","1","2","5033732.00"
"10041","1","2","1","1","1","1","17760031.00"
"10042","2","2","1","1","1","2","5743429.00"
"10043","2","2","1","1","1","2","4970844.00"
"10044","2","2","1","1","1","2","5758791.00"
"10045","1","2","1","1","1","2","21177194.00"
"10046","1","2","1","1","1","1","24800083.00"
"10047","2","2","1","1","1","2","12429058.00"
"10048","1","2","1","1","1","2","26698959.00"
"10049","2","2","1","1","1","2","2208661.00"
"10050","3","2","1","1","1","2","2863576.00"
"10051","2","2","1","1","1","2","1389103.00"
"10052","1","2","1","1","1","2","29799218.00"
"10053","3","2","1","1","1","1","2200979.00"
"10054","2","2","1","1","1","2","2404164.00"
"10055","2","2","1","1","1","2","3028936.00"
"10056","3","2","1","1","1","2","3568440.00"
"10057","3","2","1","1","1","2","3156987.00"
"10058","1","2","1","1","1","2","31671260.00"
"10059","2","2","1","1","1","2","4798859.00"
"10060","2","2","1","1","1","2","3499776.00"
"10061","1","2","1","1","1","2","35211519.00"
"10062","3","2","1","1","1","2","4109605.00"
"10063","3","2","1","1","1","2","4266094.00"
"10064","2","2","1","1","1","2","4306205.00"
"10065","3","2","1","1","1","2","4409563.00"
"10066","2","2","1","1","1","2","4729249.00"
"10067","2","2","1","1","1","2","5737888.00"
"10068","1","2","1","1","1","2","44018499.00"
"10069","2","2","1","1","1","2","5563805.00"
"10070","3","2","1","1","1","2","6341674.00"
"10071","1","2","1","1","1","2","35276355.00"
"10072","2","2","1","1","1","2","6269012.00"
"10073","3","2","1","1","1","2","6588740.00"
"10074","1","2","1","1","1","2","36722223.00"
"10075","3","2","1","1","1","1","6919390.00"
"10076","2","2","1","1","1","2","6479781.00"
"10077","1","2","1","1","1","2","39481181.00"
"10078","3","2","1","1","1","2","13548502.00"
"10079","2","2","1","1","1","1","13749331.00"
"10080","2","2","1","1","1","2","4029414.00"
"10081","2","2","1","1","1","2","4138331.00"
"10082","3","2","1","1","1","1","4959857.00"
"10083","2","2","1","1","1","2","3918997.00"
"10084","1","2","1","1","1","2","42601980.00"
"10085","2","2","1","1","1","2","3178537.00"
"10086","3","2","1","1","1","1","3279079.00"
"10087","3","2","1","1","1","2","3870161.00"
"10088","2","2","1","1","1","2","3910260.00"
"10089","2","2","1","1","1","2","4659418.00"
"10090","3","2","1","1","1","1","5378352.00"
"10091","3","2","1","1","1","2","5789820.00"
"10092","1","2","1","1","1","2","44519538.00"
"10093","3","2","1","1","1","2","6818424.00"
"10094","1","2","1","1","1","2","45290153.00"
"10095","3","2","1","1","1","2","5751257.00"
"10096","2","2","1","1","1","2","5795436.00"
"10097","3","2","1","1","1","1","6565225.00"
"10098","2","2","1","1","1","2","6662631.00"
"10099","3","2","1","1","1","1","6698647.00"
"10100","2","2","1","1","1","2","6909288.00"
"10101","3","2","1","1","1","2","7549469.00"
"10102","3","2","1","1","1","1","7287997.00"
"10103","3","2","1","1","1","1","7205222.00"
"10104","2","2","1","1","1","2","5590845.00"
"10105","2","2","1","1","1","2","5739035.00"
"10106","1","2","1","1","1","2","44441253.00"
"10107","2","2","1","1","1","2","5699218.00"
"10108","1","2","1","1","1","2","44439144.00"
"10109","2","2","1","1","1","2","5479115.00"
"10110","3","2","1","1","1","2","5731636.00"
"10111","1","2","1","1","1","2","44948773.00"
"10112","3","2","1","1","1","1","5905189.00"
"10113","1","2","1","1","1","2","45348943.00"
"10114","2","2","1","1","1","2","5589277.00"
"10115","3","2","1","1","1","1","6583628.00"
"10116","1","2","1","1","1","2","45449276.00"
"10117","1","2","1","1","1","2","45029182.00"
"10118","1","2","1","1","1","2","44959352.00"
"10119","3","2","1","1","2","1","3499116.00"
"10120","2","2","1","1","2","2","3528814.00"
"10121","2","2","1","1","2","2","5386797.00"
"10122","2","2","1","1","2","2","4739071.00"
"10123","3","2","1","1","2","1","4778758.00"
"10124","2","2","1","1","2","2","6430784.00"
"10125","3","2","1","1","2","1","7299048.00"
"10126","2","2","1","1","2","2","4829079.00"
"10127","1","2","1","1","2","2","25759064.00"
"10128","3","2","1","1","2","1","5879103.00"
"10129","1","2","1","1","2","2","24368981.00"
"10130","1","2","1","1","2","2","23364181.00"
"10131","1","2","1","1","2","2","21939383.00"
"10132","1","2","1","1","2","1","21613171.00"
"10133","2","2","1","1","2","2","11399797.00"
"10134","1","2","1","1","2","2","16669362.00"
"10135","2","2","1","1","2","2","1200355.00"
"10136","2","2","1","1","2","2","1638299.00"
"10137","3","2","1","1","2","1","1879423.00"
"10138","1","2","1","1","2","2","19088970.00"
"10139","2","2","1","1","2","2","2088397.00"
"10140","1","2","1","1","2","2","8108411.00"
"10141","3","2","1","1","2","2","1958713.00"
"10142","2","2","1","1","2","2","1884564.00"
"10143","3","2","1","1","2","1","1924675.00"
"10144","3","2","1","1","2","2","1930153.00"
"10145","2","2","1","1","2","2","2129827.00"
"10146","1","2","1","1","2","2","8058925.00"
"10147","1","2","1","1","2","2","7179766.00"
"10148","3","2","1","1","2","2","2827963.00"
"10149","1","2","1","1","2","2","5868974.00"
"10150","1","2","1","1","2","2","4876548.00"
"10151","2","2","1","1","2","2","3559386.00"
"10152","1","2","1","1","2","2","4135058.00"
"10153","3","2","1","1","2","1","3708883.00"
"10154","1","2","1","1","2","2","3787755.00"
"10155","2","2","1","1","2","2","3827182.00"
"10156","2","2","1","1","2","2","3793930.00"
"10157","1","2","1","1","2","2","3834037.00"
"10158","3","2","1","1","2","1","3878224.00"
"10159","1","2","1","1","2","2","4610780.00"
"10160","2","2","1","1","2","2","5189613.00"
"10161","1","2","1","1","2","2","5229807.00"
"10162","3","2","1","1","2","2","5274078.00"
"10163","1","2","1","1","2","2","4991352.00"
"10164","3","2","1","1","2","2","5307742.00"
"10165","1","2","1","1","2","2","5709072.00"
"10166","3","2","1","1","2","1","5909341.00"
"10167","2","2","1","1","2","2","5948846.00"
"10168","3","2","1","1","2","1","5838945.00"
"10169","2","2","1","1","2","2","5939205.00"
"10170","1","2","1","1","2","2","6057204.00"
"10171","2","2","1","1","2","2","12727455.00"
"10172","3","2","1","1","2","2","12940950.00"
"10173","1","2","1","1","2","2","12980628.00"
"10174","2","2","1","1","2","2","2743190.00"
"10175","1","2","1","1","2","2","2783301.00"
"10176","3","2","1","1","2","1","2827402.00"
"10177","3","2","1","1","2","2","2239244.00"
"10178","1","2","1","1","2","2","2682157.00"
"10179","2","2","1","1","2","2","2352063.00"
"10180","3","2","1","1","2","2","2391481.00"
"10181","1","2","1","1","2","2","2435665.00"
"10182","2","2","1","1","2","2","3168925.00"
"10183","3","2","1","1","2","2","3379737.00"
"10184","1","2","1","1","2","2","3729170.00"
"10185","2","2","1","1","2","2","4060271.00"
"10186","1","2","1","1","2","2","4160777.00"
"10187","3","2","1","1","2","2","4479138.00"
"10188","2","2","1","1","2","2","4218414.00"
"10189","1","2","1","1","2","2","4258521.00"
"10190","2","2","1","1","2","2","4230893.00"
"10191","1","2","1","1","2","2","4270996.00"
"10192","3","2","1","1","2","2","4315179.00"
"10193","2","2","1","1","2","2","4257383.00"
"10194","1","2","1","1","2","2","4297494.00"
"10195","3","2","1","1","2","1","4598901.00"
"10196","1","2","1","1","2","2","4402114.00"
"10197","3","2","1","1","2","1","4847921.00"
"10198","2","2","1","1","2","2","4639854.00"
"10199","1","2","1","1","2","2","4679969.00"
"10200","1","2","1","1","2","2","5419916.00"
"10201","3","2","1","1","2","2","5460114.00"
"10202","2","2","1","1","2","2","5504384.00"
"10203","1","2","1","1","2","2","5478736.00"
"10204","3","2","1","1","2","1","5518933.00"
"10205","2","2","1","1","2","2","5578880.00"
"10206","2","2","1","1","2","2","6291659.00"
"10207","3","2","1","1","2","2","6709842.00"
"10208","2","2","1","1","2","2","6418732.00"
"10209","1","2","1","1","2","2","6725889.00"
"10210","3","2","1","1","2","2","7199551.00"
"10211","1","2","1","1","2","1","7240050.00"
"10212","2","2","1","1","2","2","7311995.00"
"10213","1","2","1","1","2","2","13989317.00"
"10214","3","2","1","1","2","1","14029688.00"
"10215","2","2","1","1","2","2","14117883.00"
"10216","3","2","1","1","2","2","4141108.00"
"10217","1","2","1","1","2","2","4181476.00"
"10218","2","2","1","1","2","2","4366438.00"
"10219","2","2","1","1","2","2","3606444.00"
"10220","3","2","1","1","2","2","3646555.00"
"10221","1","2","1","1","2","2","3690739.00"
"10222","2","2","1","1","2","2","3719075.00"
"10223","3","2","1","1","2","2","4039258.00"
"10224","1","2","1","1","2","2","4367055.00"
"10225","3","2","1","1","2","1","3981916.00"
"10226","2","2","1","1","2","2","4109093.00"
"10227","3","2","1","1","2","2","5124229.00"
"10228","1","2","1","1","2","2","5164344.00"
"10229","2","2","1","1","2","1","6129569.00"
"10230","1","2","1","1","2","2","4919393.00"
"10231","3","2","1","1","2","1","4958815.00"
"10232","1","2","1","1","2","2","5999690.00"
"10233","3","2","1","1","2","1","6039318.00"
"10234","2","2","1","1","2","1","6149349.00"
"10235","2","2","1","1","2","2","6438943.00"
"10236","3","2","1","1","2","2","6478953.00"
"10237","1","2","1","1","2","2","6522545.00"
"10238","2","2","1","1","3","2","3622736.00"
"10239","3","2","1","1","3","2","3662847.00"
"10240","1","2","1","1","3","2","3708937.00"
"10241","1","2","1","1","3","2","3959602.00"
"10242","2","2","1","1","3","2","3999800.00"
"10243","2","2","1","1","3","2","4899432.00"
"10244","3","2","1","1","3","1","5107290.00"
"10245","2","2","1","1","3","2","5598691.00"
"10246","3","2","1","1","3","2","5919328.00"
"10247","2","2","1","1","3","2","6930419.00"
"10248","3","2","1","1","3","2","7358973.00"
"10249","2","2","1","1","3","2","12399351.00"
"10250","3","2","1","1","3","2","12611464.00"
"10251","1","2","1","1","3","2","12958946.00"
"10252","2","2","1","1","3","2","2844695.00"
"10253","3","2","1","1","3","2","2884806.00"
"10254","1","2","1","1","3","1","3602312.00"
"10255","1","2","1","1","3","2","2332974.00"
"10256","2","2","1","1","3","1","2372310.00"
"10257","3","2","1","1","3","2","2676693.00"
"10258","2","2","1","1","3","2","2153783.00"
"10259","1","2","1","1","3","1","2690641.00"
"10260","2","2","1","1","3","2","3267660.00"
"10261","1","2","1","1","3","2","3307771.00"
"10262","3","2","1","1","3","1","3361930.00"
"10263","2","2","1","1","3","2","3758839.00"
"10264","3","2","1","1","3","1","4193600.00"
"10265","3","2","1","1","3","2","3877882.00"
"10266","2","2","1","1","3","2","3918332.00"
"10267","1","2","1","1","3","2","4323452.00"
"10268","2","2","1","1","3","1","4269436.00"
"10269","2","2","1","1","3","2","4680776.00"
"10270","1","2","1","1","3","1","5122648.00"
"10271","2","2","1","1","3","2","4829128.00"
"10272","2","2","1","1","3","2","4950546.00"
"10273","1","2","1","1","3","1","4990661.00"
"10274","2","2","1","1","3","2","5860736.00"
"10275","3","2","1","1","3","2","6088899.00"
"10276","2","2","1","1","3","2","5927427.00"
"10277","3","2","1","1","3","2","5967625.00"
"10278","3","2","1","1","3","2","7026655.00"
"10279","1","2","1","1","3","2","7066853.00"
"10280","2","2","1","1","3","2","7117536.00"
"10281","2","2","1","1","3","2","6289138.00"
"10282","3","2","1","1","3","2","6408664.00"
"10283","1","2","1","1","3","2","6630340.00"
"10284","3","2","1","1","3","2","6291169.00"
"10285","1","2","1","1","3","2","6330678.00"
"10286","2","2","1","1","3","2","6374948.00"
"10287","2","2","1","1","3","2","13744055.00"
"10288","3","2","1","1","3","2","13860710.00"
"10289","1","2","1","1","3","1","14299031.00"
"10290","2","2","1","1","3","2","4178778.00"
"10291","3","2","1","1","3","2","4218889.00"
"10292","1","2","1","1","3","1","4851719.00"
"10293","3","2","1","1","3","2","3991884.00"
"10294","2","2","1","1","3","2","4031991.00"
"10295","1","2","1","1","3","2","4836786.00"
"10296","2","2","1","1","3","2","4158892.00"
"10297","3","2","1","1","3","1","4199002.00"
"10298","1","2","1","1","3","2","4253034.00"
"10299","2","2","1","1","3","2","3641995.00"
"10300","3","2","1","1","3","1","3682106.00"
"10301","3","2","1","1","3","2","4399767.00"
"10302","1","2","1","1","3","2","4439882.00"
"10303","2","2","1","1","3","2","4484061.00"
"10304","2","2","1","1","3","2","4568356.00"
"10305","3","2","1","1","3","2","4780044.00"
"10306","2","2","1","1","3","2","5367640.00"
"10307","3","2","1","1","3","2","5407755.00"
"10308","2","2","1","1","3","2","5489342.00"
"10309","3","2","1","1","3","2","5809104.00"
"10310","2","2","1","1","3","2","5605604.00"
"10311","3","2","1","1","3","2","5829854.00"
"10312","1","2","1","1","3","1","6287416.00"
"10313","2","2","1","1","3","2","6379072.00"
"10314","1","2","1","1","3","1","6699193.00"
"10315","2","2","1","1","3","2","7459019.00"
"10316","3","2","1","1","3","2","7499216.00"
"10317","1","2","1","1","3","2","7545709.00"
"10318","2","2","1","1","3","2","7631341.00"
"10319","1","2","1","1","3","2","7843568.00"
"10320","2","2","1","1","3","2","7407543.00"
"10321","3","2","1","1","3","1","7750159.00"
"10322","2","2","1","1","3","2","7525020.00"
"10323","3","2","1","1","3","2","7863041.00"
"10324","3","2","1","1","3","1","7703792.00"
"10325","1","2","1","1","3","1","8009232.00"
"10326","2","2","1","1","3","2","8048654.00"
"10327","2","2","1","1","3","2","14460798.00"
"10328","1","2","1","1","3","2","14501161.00"
"10329","3","2","1","1","3","2","5593130.00"
"10330","1","2","1","1","3","2","5633241.00"
"10331","2","2","1","1","3","1","5677338.00"
"10332","1","2","1","1","3","2","5378784.00"
"10333","3","2","1","1","3","1","5419617.00"
"10334","2","2","1","1","3","2","5637236.00"
"10335","3","2","1","1","3","2","5525302.00"
"10336","1","2","1","1","3","2","5565413.00"
"10337","2","2","1","1","3","1","5609509.00"
"10338","2","2","1","1","3","2","5657337.00"
"10339","3","2","1","1","3","2","5752466.00"
"10340","1","2","1","1","3","2","5791755.00"
"10341","1","2","1","1","3","2","6103143.00"
"10342","2","2","1","1","3","2","6143254.00"
"10343","3","2","1","1","3","2","6187437.00"
"10344","2","2","1","1","3","2","5257474.00"
"10345","3","2","1","1","3","2","5299224.00"
"10346","1","2","1","1","3","2","5341793.00"
"10347","3","2","1","1","3","2","5946802.00"
"10348","2","2","1","1","3","2","5986909.00"
"10349","1","2","1","1","3","2","6399261.00"
"10350","2","2","1","1","3","2","7292744.00"
"10351","1","2","1","1","3","1","7332859.00"
"10352","3","2","1","1","3","2","6866801.00"
"10353","2","2","1","1","3","2","6906912.00"
"10354","1","2","1","1","3","2","6569429.00"
"10355","2","2","1","1","3","2","6612452.00"
"10356","3","2","1","1","3","1","6653208.00"
"10357","1","2","1","1","3","2","6609511.00"
"10358","2","2","1","1","3","2","6649048.00"
"10359","3","2","1","1","3","1","6727245.00"
"10360","1","2","1","1","4","2","3207082.00"
"10361","3","2","1","1","4","0","3629310.00"
"10362","2","2","1","1","4","1","4181847.00"
"10363","1","2","1","1","4","2","3864079.00"
"10364","2","2","1","1","4","2","3904272.00"
"10365","1","2","1","1","4","2","4222951.00"
"10366","2","2","1","1","4","2","4262460.00"
"10367","3","2","1","1","4","2","4390064.00"
