"ID","DeviceID","TTL","TransmissionPower","TransmissionsNumber","IntervalTime","TTLResidue","Delay"
"4339","1","3","6","1","5","2","30324354.00"
"4340","2","3","6","1","5","2","31183256.00"
"4341","1","3","6","1","5","2","30903556.00"
"4342","1","3","6","1","5","2","31515377.00"
"4343","2","3","6","1","5","2","33939218.00"
"4344","1","3","6","1","5","2","35230044.00"
"4345","3","3","6","1","5","1","15950598.00"
"4346","3","3","6","1","5","1","23463191.00"
"4347","3","3","6","1","5","1","12498203.00"
"4348","2","3","6","1","5","2","37586964.00"
"4349","3","3","6","1","5","1","12834206.00"
"4350","2","3","6","1","5","2","37136886.00"
"4351","3","3","6","1","5","1","12673352.00"
"4352","3","3","6","1","5","1","14842237.00"
"4353","3","3","6","1","5","1","19593312.00"
"4354","3","3","6","1","5","1","20182259.00"
"4355","2","3","6","1","5","2","35288977.00"
"4356","2","3","6","1","5","2","35103597.00"
"4357","2","3","6","1","5","2","34533285.00"
"4358","3","3","6","1","5","1","24413043.00"
"4359","3","3","6","1","5","1","24212244.00"
"4360","3","3","6","1","5","1","26369473.00"
"4361","1","3","6","1","5","2","37866188.00"
"4362","3","3","6","1","5","1","26873024.00"
"4363","3","3","6","1","5","1","27173505.00"
"4364","2","3","6","1","5","2","35635296.00"
"4365","1","3","6","1","5","2","34541792.00"
"4366","3","3","6","1","5","1","31863792.00"
"4367","3","3","6","1","5","1","31943710.00"
"4368","2","3","6","1","5","2","36013822.00"
"4369","1","3","6","1","5","2","35542894.00"
"4370","3","3","6","1","5","1","33573072.00"
"4371","2","3","6","1","5","2","36688271.00"
"4372","3","3","6","1","5","1","34403650.00"
"4373","3","3","6","1","5","1","34574529.00"
"4374","3","3","6","1","5","1","34413952.00"
"4375","3","3","6","1","5","1","34563445.00"
"4376","2","3","6","1","5","2","38200173.00"
"4377","3","3","6","1","5","1","36775981.00"
"4378","3","3","6","1","5","1","78840300.00"
"4379","3","3","6","1","5","1","78544114.00"
"4380","3","3","6","1","5","1","79363731.00"
"4381","3","3","6","1","5","1","78923304.00"
"4382","3","3","6","1","5","1","79521371.00"
"4383","3","3","6","3","1","1","81933865.00"
"4384","3","3","6","3","1","1","82564577.00"
"4385","3","3","6","3","1","1","81333541.00"
"4386","3","3","6","3","1","1","82442547.00"
"4387","3","3","6","3","1","1","82064325.00"
"4388","3","3","6","3","1","1","83183739.00"
"4389","3","3","6","3","1","1","86962561.00"
"4390","1","3","6","3","1","2","36893836.00"
"4391","2","3","6","3","1","2","38034088.00"
"4392","2","3","6","3","1","2","39663327.00"
"4393","1","3","6","3","1","2","40863517.00"
"4394","1","3","6","3","1","2","43283456.00"
"4395","2","3","6","3","1","2","47044434.00"
"4396","1","3","6","3","1","2","44813635.00"
"4397","1","3","6","3","1","2","46488350.00"
"4398","2","3","6","3","1","2","49113628.00"
"4399","2","3","6","3","1","2","246680.00"
"4400","3","3","6","3","1","1","36263443.00"
"4401","3","3","6","3","1","1","44391879.00"
"4402","2","3","6","3","1","2","14923336.00"
"4403","3","3","6","3","1","1","5693815.00"
"4404","3","3","6","3","1","1","12933469.00"
"4405","2","3","6","3","1","2","19333656.00"
"4406","3","3","6","3","1","1","15600992.00"
"4407","3","3","6","3","1","1","34993701.00"
"4408","3","3","6","3","1","1","39864265.00"
"4409","1","3","6","3","1","2","77193265.00"
"4410","1","3","6","3","1","2","77135061.00"
"4411","3","3","6","3","1","1","59045758.00"
"4412","3","3","6","3","1","1","51843585.00"
"4413","1","3","6","3","2","2","80086286.00"
"4414","3","3","6","3","2","1","57044003.00"
"4415","3","3","6","3","2","1","8673261.00"
"4416","1","3","6","3","2","2","84007151.00"
"4417","3","3","6","3","2","1","14643778.00"
"4418","3","3","6","3","2","1","17163568.00"
"4419","3","3","6","3","2","1","20283505.00"
"4420","3","3","6","3","2","1","18443173.00"
"4421","3","3","6","3","2","1","31823307.00"
"4422","3","3","6","3","2","1","20063572.00"
"4423","3","3","6","3","2","1","23353626.00"
"4424","2","3","6","3","2","2","27087039.00"
"4425","3","3","6","3","2","1","26503661.00"
"4426","3","3","6","3","2","1","31228817.00"
"4427","3","3","6","3","2","1","32724070.00"
"4428","3","3","6","3","2","1","41204343.00"
"4429","1","3","6","3","2","2","25631348.00"
"4430","2","3","6","3","2","2","26733050.00"
"4431","2","3","6","3","2","2","28358345.00"
"4432","3","3","6","3","2","1","34082780.00"
"4433","2","3","6","3","2","2","72974852.00"
"4434","1","3","6","3","2","2","75103203.00"
"4435","3","3","6","3","2","1","36486211.00"
"4436","3","3","6","3","2","1","34938980.00"
"4437","3","3","6","3","2","1","84103361.00"
"4438","1","3","6","3","2","2","75830110.00"
"4439","3","3","6","3","2","1","85478423.00"
"4440","3","3","6","3","2","1","88153798.00"
"4441","3","3","6","3","3","1","88744891.00"
"4442","1","3","6","3","3","2","78666180.00"
"4443","3","3","6","3","3","1","33028653.00"
"4444","3","3","6","3","3","1","32823574.00"
"4445","3","3","6","3","3","1","38613815.00"
"4446","3","3","6","3","3","1","35632331.00"
"4447","3","3","6","3","3","1","35443657.00"
"4448","3","3","6","3","3","1","35800455.00"
"4449","3","3","6","3","3","1","41813680.00"
"4450","2","3","6","3","3","2","23183667.00"
"4451","3","3","6","3","3","1","32543241.00"
"4452","1","3","6","3","3","2","25796143.00"
"4453","3","3","6","3","3","1","32353654.00"
"4454","2","3","6","3","3","2","26143768.00"
"4455","3","3","6","3","3","1","36063583.00"
"4456","3","3","6","3","3","1","37433578.00"
"4457","3","3","6","3","3","1","38853526.00"
"4458","3","3","6","3","3","1","41558136.00"
"4459","3","3","6","3","4","1","96298541.00"
"4460","3","3","6","3","4","1","94943914.00"
"4461","3","3","6","3","4","1","99561027.00"
"4462","1","3","6","3","4","2","79093417.00"
"4463","3","3","6","3","4","1","16182886.00"
"4464","3","3","6","3","4","1","48963231.00"
"4465","3","3","6","3","4","1","5201975.00"
"4466","2","3","6","3","4","2","19063380.00"
"4467","3","3","6","3","4","1","7653870.00"
"4468","3","3","6","3","4","1","18734202.00"
"4469","2","3","6","3","4","2","24742761.00"
"4470","3","3","6","3","4","1","15043696.00"
"4471","3","3","6","3","4","1","19113073.00"
"4472","1","3","6","3","4","2","69403516.00"
"4473","3","3","6","3","4","1","77123494.00"
"4474","1","3","6","3","4","2","67973269.00"
"4475","3","3","6","3","5","1","63090422.00"
"4476","3","3","6","3","5","1","63684080.00"
"4477","3","3","6","3","5","1","68423670.00"
"4478","3","3","6","3","5","1","25110993.00"
"4479","3","3","6","3","5","1","28065312.00"
"4480","3","3","6","3","5","1","26243650.00"
"4481","1","3","6","3","5","2","21080323.00"
"4482","3","3","6","3","5","1","28218169.00"
"4483","3","3","6","3","5","1","34343614.00"
"4484","3","3","6","3","5","1","41172102.00"
"4485","3","3","6","3","5","1","36043454.00"
"4486","2","3","6","3","5","2","22090600.00"
"4487","3","3","6","3","5","1","41891151.00"
"4488","1","3","6","3","5","2","20203012.00"
"4489","2","3","6","3","5","2","23952472.00"
"4490","1","3","6","3","5","2","22560167.00"
"4491","2","3","6","3","5","2","76252505.00"
"4492","3","3","6","5","1","1","98851612.00"
"4493","1","3","6","5","1","2","78915745.00"
"4494","3","3","6","5","1","1","82602467.00"
"4495","3","3","6","5","1","1","36674103.00"
"4496","3","3","6","5","1","1","38094652.00"
"4497","3","3","6","5","1","1","37465579.00"
"4498","3","3","6","5","1","1","17103349.00"
"4499","3","3","6","5","1","1","48693109.00"
"4500","1","3","6","5","1","2","46150124.00"
"4501","2","3","6","5","1","2","723838.00"
"4502","1","3","6","5","1","2","5243361.00"
"4503","3","3","6","5","1","1","25026029.00"
"4504","2","3","6","5","2","2","65603754.00"
"4505","3","3","6","5","2","1","75224419.00"
"4506","3","3","6","5","2","1","83353729.00"
"4507","3","3","6","5","2","1","39703629.00"
"4508","1","3","6","5","2","2","9193709.00"
"4509","3","3","6","5","2","1","48261438.00"
"4510","3","3","6","5","2","1","48666506.00"
"4511","3","3","6","5","2","1","15837383.00"
"4512","3","3","6","5","2","1","6853981.00"
"4513","3","3","6","5","2","1","12533500.00"
"4514","3","3","6","5","2","1","13603368.00"
"4515","3","3","6","5","2","1","29796839.00"
"4516","3","3","6","5","2","1","26177757.00"
"4517","1","3","6","5","2","2","56593597.00"
"4518","3","3","6","5","2","1","78002883.00"
"4519","3","3","6","5","3","1","82693736.00"
"4520","2","3","6","5","3","2","11123543.00"
"4521","3","3","6","5","3","1","78435297.00"
"4522","3","3","6","5","3","1","40750128.00"
"4523","3","3","6","5","3","1","39013619.00"
"4524","1","3","6","5","3","2","10484678.00"
"4525","3","3","6","5","3","1","26129757.00"
"4526","3","3","6","5","3","1","25132802.00"
"4527","3","3","6","5","3","1","24780008.00"
"4528","1","3","6","5","3","2","55737783.00"
"4529","2","3","6","5","4","2","65315269.00"
"4530","3","3","6","5","4","1","29022775.00"
"4531","1","3","6","5","4","2","4763251.00"
"4532","1","3","6","5","4","2","7173846.00"
"4533","3","3","6","5","4","1","25553886.00"
"4534","3","3","6","5","4","1","39863562.00"
"4535","1","3","6","5","4","2","56225342.00"
"4536","3","3","6","5","5","1","23985772.00"
"4537","3","3","6","5","5","1","23433772.00"
"4538","3","3","6","5","5","1","27403598.00"
"4539","2","3","6","5","5","2","2713108.00"
"4540","3","4","1","1","1","1","24653603.00"
"4541","3","4","1","1","1","1","29203751.00"
"4542","3","4","1","1","1","1","35579722.00"
"4543","1","4","1","1","1","2","38443382.00"
"4544","1","4","1","1","1","2","34903658.00"
"4545","2","4","1","1","1","2","32203188.00"
"4546","1","4","1","1","1","2","28884825.00"
"4547","2","4","1","1","1","2","29553392.00"
"4548","1","4","1","1","1","2","28973919.00"
"4549","1","4","1","1","1","2","29479924.00"
"4550","1","4","1","1","1","2","30372912.00"
"4551","1","4","1","1","1","2","29740338.00"
"4552","3","4","1","1","1","1","29593945.00"
"4553","1","4","1","1","1","2","37093537.00"
"4554","2","4","1","1","1","2","37193604.00"
"4555","2","4","1","1","1","2","27203998.00"
"4556","1","4","1","1","1","2","27493808.00"
"4557","1","4","1","1","1","2","27511279.00"
"4558","1","4","1","1","1","2","27653593.00"
"4559","2","4","1","1","1","2","27774245.00"
"4560","1","4","1","1","1","2","27791017.00"
"4561","1","4","1","1","1","2","30183046.00"
"4562","1","4","1","1","1","2","29553212.00"
"4563","1","4","1","1","1","2","29480734.00"
"4564","2","4","1","1","1","2","29168976.00"
"4565","1","4","1","1","1","2","35652227.00"
"4566","1","4","1","1","1","2","25229344.00"
"4567","3","4","1","1","1","1","60933325.00"
"4568","3","4","1","1","2","1","70103823.00"
"4569","3","4","1","1","2","1","71694455.00"
"4570","3","4","1","1","2","1","61083669.00"
"4571","1","4","1","1","2","2","12987221.00"
"4572","2","4","1","1","2","2","16893505.00"
"4573","1","4","1","1","2","2","12351358.00"
"4574","1","4","1","1","2","2","12854293.00"
"4575","2","4","1","1","2","2","19113555.00"
"4576","1","4","1","1","2","2","16034996.00"
"4577","2","4","1","1","2","2","21083634.00"
"4578","3","4","1","1","2","1","28793498.00"
"4579","2","4","1","1","2","2","24633498.00"
"4580","3","4","1","1","2","1","29863323.00"
"4581","1","4","1","1","2","2","18501006.00"
"4582","3","4","1","1","2","1","32294497.00"
"4583","1","4","1","1","2","2","20533449.00"
"4584","3","4","1","1","2","1","39473440.00"
"4585","1","4","1","1","2","2","23293680.00"
"4586","1","4","1","1","2","2","25110714.00"
"4587","3","4","1","1","2","1","45923599.00"
"4588","3","4","1","1","2","1","50073471.00"
"4589","2","4","1","1","2","2","23143632.00"
"4590","3","4","1","1","2","1","1704729.00"
"4591","1","4","1","1","2","2","25363215.00"
"4592","1","4","1","1","2","2","26253407.00"
"4593","3","4","1","1","2","1","5624820.00"
"4594","1","4","1","1","2","2","26382074.00"
"4595","3","4","1","1","2","1","8410867.00"
"4596","1","4","1","1","2","2","27263577.00"
"4597","3","4","1","1","2","1","15724792.00"
"4598","3","4","1","1","2","1","5903031.00"
"4599","2","4","1","1","2","2","28303636.00"
"4600","2","4","1","1","2","2","28432107.00"
"4601","3","4","1","1","2","1","8074144.00"
"4602","2","4","1","1","2","2","35942590.00"
"4603","3","4","1","1","2","1","11163634.00"
"4604","3","4","1","1","2","1","10133509.00"
"4605","2","4","1","1","2","2","26108389.00"
"4606","2","4","1","1","2","2","25482880.00"
"4607","3","4","1","1","2","1","11603518.00"
"4608","2","4","1","1","2","2","25973714.00"
"4609","1","4","1","1","2","2","14544454.00"
"4610","2","4","1","1","2","2","26552170.00"
"4611","1","4","1","1","2","2","26673320.00"
"4612","3","4","1","1","2","1","15136371.00"
"4613","1","4","1","1","2","2","28701684.00"
"4614","1","4","1","1","2","2","28061729.00"
"4615","3","4","1","1","2","1","16027173.00"
"4616","2","4","1","1","2","2","28088548.00"
"4617","1","4","1","1","2","2","28593258.00"
"4618","3","4","1","1","2","1","16546265.00"
"4619","2","4","1","1","2","2","28693251.00"
"4620","1","4","1","1","2","2","29315594.00"
"4621","3","4","1","1","2","1","22123474.00"
"4622","3","4","1","1","2","1","12903605.00"
"4623","3","4","1","1","2","1","12243605.00"
"4624","3","4","1","1","2","1","12031256.00"
"4625","3","4","1","1","2","1","12433570.00"
"4626","3","4","1","1","2","1","63503593.00"
"4627","1","4","1","1","2","2","37003453.00"
"4628","3","4","1","1","2","1","64023444.00"
"4629","3","4","1","1","2","1","63067481.00"
"4630","1","4","1","1","2","2","27262669.00"
"4631","3","4","1","1","2","1","64719692.00"
"4632","3","4","1","1","2","1","64102658.00"
"4633","1","4","1","1","2","2","26693449.00"
"4634","3","4","1","1","2","1","64832057.00"
"4635","3","4","1","1","2","1","64942829.00"
"4636","3","4","1","1","2","1","66273545.00"
"4637","3","4","1","1","2","1","63893754.00"
"4638","3","4","1","1","2","1","67061524.00"
"4639","3","4","1","1","3","1","56583712.00"
"4640","3","4","1","1","3","1","57853889.00"
"4641","3","4","1","1","3","1","57113987.00"
"4642","1","4","1","1","3","2","13683354.00"
"4643","1","4","1","1","3","2","14044025.00"
"4644","2","4","1","1","3","2","18629296.00"
"4645","1","4","1","1","3","2","14904347.00"
"4646","2","4","1","1","3","2","18401401.00"
"4647","2","4","1","1","3","2","18923513.00"
"4648","3","4","1","1","3","1","24623805.00"
"4649","1","4","1","1","3","2","18616446.00"
"4650","2","4","1","1","3","2","20576669.00"
"4651","3","4","1","1","3","1","29383479.00"
"4652","2","4","1","1","3","2","22624089.00"
"4653","1","4","1","1","3","2","23123678.00"
"4654","3","4","1","1","3","1","36599006.00"
"4655","2","4","1","1","3","2","22714605.00"
"4656","2","4","1","1","3","2","23053100.00"
"4657","1","4","1","1","3","2","30486121.00"
"4658","3","4","1","1","3","1","46412946.00"
"4659","2","4","1","1","3","2","30803327.00"
"4660","1","4","1","1","3","2","34193678.00"
"4661","2","4","1","1","3","2","21676310.00"
"4662","2","4","1","1","3","2","23317874.00"
"4663","1","4","1","1","3","2","41821451.00"
"4664","2","4","1","1","3","2","22693484.00"
"4665","2","4","1","1","3","2","22260339.00"
"4666","2","4","1","1","3","2","23933691.00"
"4667","3","4","1","1","3","1","5613210.00"
"4668","2","4","1","1","3","2","25673963.00"
"4669","2","4","1","1","3","2","26388140.00"
"4670","2","4","1","1","3","2","26523691.00"
"4671","3","4","1","1","3","1","17613701.00"
"4672","2","4","1","1","3","2","27543140.00"
"4673","3","4","1","1","3","1","30713486.00"
"4674","1","4","1","1","3","2","5126339.00"
"4675","3","4","1","1","3","1","22645071.00"
"4676","2","4","1","1","3","2","24593761.00"
"4677","3","4","1","1","3","1","19953389.00"
"4678","2","4","1","1","3","2","24513353.00"
"4679","3","4","1","1","3","1","22753922.00"
"4680","1","4","1","1","3","2","32103521.00"
"4681","3","4","1","1","3","1","25342689.00"
"4682","2","4","1","1","3","2","25970209.00"
"4683","2","4","1","1","3","2","26493363.00"
"4684","2","4","1","1","3","2","26633709.00"
"4685","1","4","1","1","3","2","34674058.00"
"4686","3","4","1","1","3","1","32196220.00"
"4687","1","4","1","1","3","2","33973646.00"
"4688","2","4","1","1","3","2","28423868.00"
"4689","3","4","1","1","3","1","33848824.00"
"4690","2","4","1","1","3","2","28191024.00"
"4691","2","4","1","1","3","2","28282922.00"
"4692","1","4","1","1","3","2","36873568.00"
"4693","2","4","1","1","3","2","26528855.00"
"4694","3","4","1","1","3","1","27288444.00"
"4695","2","4","1","1","3","2","26658735.00"
"4696","3","4","1","1","3","1","27223638.00"
"4697","2","4","1","1","3","2","25833483.00"
"4698","2","4","1","1","3","2","24643654.00"
"4699","2","4","1","1","3","2","25743038.00"
"4700","2","4","1","1","3","2","27220771.00"
"4701","3","4","1","1","3","1","28361668.00"
"4702","1","4","1","1","3","2","34037346.00"
"4703","1","4","1","1","3","2","34643319.00"
"4704","3","4","1","1","3","1","78853474.00"
"4705","3","4","1","1","3","1","77033166.00"
"4706","3","4","1","1","3","1","75593017.00"
"4707","3","4","1","1","4","1","78673456.00"
"4708","3","4","1","1","4","1","65273285.00"
"4709","3","4","1","1","4","1","63263178.00"
"4710","2","4","1","1","4","2","13023276.00"
"4711","2","4","1","1","4","2","14680150.00"
"4712","2","4","1","1","4","2","14824069.00"
"4713","2","4","1","1","4","2","15901417.00"
"4714","3","4","1","1","4","1","35350982.00"
"4715","3","4","1","1","4","1","34344043.00"
"4716","2","4","1","1","4","2","17413436.00"
"4717","3","4","1","1","4","1","34663656.00"
"4718","2","4","1","1","4","2","9823174.00"
"4719","3","4","1","1","4","1","35384071.00"
"4720","3","4","1","1","4","1","35713750.00"
"4721","2","4","1","1","4","2","11473081.00"
"4722","2","4","1","1","4","2","13889969.00"
"4723","2","4","1","1","4","2","15453538.00"
"4724","1","4","1","1","4","2","23284154.00"
"4725","2","4","1","1","4","2","17682690.00"
"4726","3","4","1","1","4","1","43253345.00"
"4727","2","4","1","1","4","2","19489956.00"
"4728","1","4","1","1","4","2","23734296.00"
"4729","3","4","1","1","4","1","36804159.00"
"4730","2","4","1","1","4","2","21724263.00"
"4731","2","4","1","1","4","2","23553330.00"
"4732","3","4","1","1","4","1","41870179.00"
"4733","2","4","1","1","4","2","26219000.00"
"4734","1","4","1","1","4","2","26957493.00"
"4735","2","4","1","1","4","2","26353097.00"
"4736","2","4","1","1","4","2","27253621.00"
"4737","2","4","1","1","4","2","27381689.00"
"4738","1","4","1","1","4","2","27741891.00"
"4739","3","4","1","1","4","1","5055950.00"
"4740","2","4","1","1","4","2","23892065.00"
"4741","1","4","1","1","4","2","22897062.00"
"4742","3","4","1","1","4","1","6343584.00"
"4743","2","4","1","1","4","2","25743698.00"
"4744","3","4","1","1","4","1","8914275.00"
"4745","2","4","1","1","4","2","26563948.00"
"4746","1","4","1","1","4","2","26605583.00"
"4747","3","4","1","1","4","1","10588211.00"
"4748","1","4","1","1","4","2","26724354.00"
"4749","2","4","1","1","4","2","26979115.00"
"4750","2","4","1","1","4","2","27133629.00"
"4751","3","4","1","1","4","1","16399657.00"
"4752","2","4","1","1","4","2","27646371.00"
"4753","3","4","1","1","4","1","7854318.00"
"4754","3","4","1","1","4","1","7560364.00"
"4755","2","4","1","1","4","2","28426199.00"
"4756","3","4","1","1","4","1","8360405.00"
"4757","3","4","1","1","4","1","7140045.00"
"4758","2","4","1","1","4","2","35423902.00"
"4759","1","4","1","1","4","2","35473867.00"
"4760","3","4","1","1","4","1","6793629.00"
"4761","3","4","1","1","4","1","7243566.00"
"4762","3","4","1","1","4","1","57252904.00"
"4763","1","4","1","1","4","2","25528789.00"
"4764","3","4","1","1","4","1","58868748.00"
"4765","3","4","1","1","4","1","60752785.00"
"4766","2","4","1","1","4","2","26671854.00"
"4767","3","4","1","1","4","1","62212639.00"
"4768","3","4","1","1","4","1","60833373.00"
"4769","1","4","1","1","4","2","28732596.00"
"4770","2","4","1","1","4","2","28281690.00"
"4771","2","4","1","1","4","2","28402737.00"
"4772","1","4","1","1","4","2","29025971.00"
"4773","3","4","1","1","4","1","56661479.00"
"4774","3","4","1","1","4","1","55213649.00"
"4775","3","4","1","1","4","1","56863190.00"
"4776","3","4","1","1","4","1","56560732.00"
"4777","3","4","1","1","4","1","55980412.00"
"4778","3","4","1","1","5","1","57212221.00"
"4779","3","4","1","1","5","1","56583982.00"
"4780","3","4","1","1","5","1","57652837.00"
"4781","1","4","1","1","5","2","15353296.00"
"4782","2","4","1","1","5","2","17443588.00"
"4783","1","4","1","1","5","2","16243690.00"
"4784","2","4","1","1","5","2","16631349.00"
"4785","1","4","1","1","5","2","15608781.00"
"4786","2","4","1","1","5","2","16390852.00"
"4787","2","4","1","1","5","2","16153453.00"
"4788","3","4","1","1","5","1","29091536.00"
"4789","1","4","1","1","5","2","20883346.00"
"4790","2","4","1","1","5","2","21594726.00"
"4791","3","4","1","1","5","1","30362772.00"
"4792","3","4","1","1","5","1","32913361.00"
"4793","1","4","1","1","5","2","29370726.00"
"4794","2","4","1","1","5","2","31613487.00"
"4795","1","4","1","1","5","2","20640638.00"
"4796","2","4","1","1","5","2","23643587.00"
"4797","1","4","1","1","5","2","23034053.00"
"4798","2","4","1","1","5","2","24913686.00"
"4799","3","4","1","1","5","1","43081174.00"
"4800","1","4","1","1","5","2","23972665.00"
"4801","2","4","1","1","5","2","25473351.00"
"4802","1","4","1","1","5","2","24102668.00"
"4803","2","4","1","1","5","2","25733554.00"
"4804","1","4","1","1","5","2","27412743.00"
"4805","2","4","1","1","5","2","27551468.00"
"4806","2","4","1","1","5","2","27489604.00"
"4807","2","4","1","1","5","2","27441891.00"
"4808","2","4","1","1","5","2","27766823.00"
"4809","3","4","1","1","5","1","48533627.00"
"4810","2","4","1","1","5","2","28464154.00"
"4811","3","4","1","1","5","1","50405017.00"
"4812","1","4","1","1","5","2","28990644.00"
"4813","3","4","1","1","5","1","3033578.00"
"4814","3","4","1","1","5","1","5803795.00"
"4815","1","4","1","1","5","2","36092812.00"
"4816","3","4","1","1","5","1","6071442.00"
"4817","1","4","1","1","5","2","26751040.00"
"4818","1","4","1","1","5","2","27425698.00"
"4819","2","4","1","1","5","2","27146380.00"
"4820","3","4","1","1","5","1","10583291.00"
"4821","1","4","1","1","5","2","27193150.00"
"4822","1","4","1","1","5","2","28085385.00"
"4823","2","4","1","1","5","2","29224549.00"
"4824","2","4","1","1","5","2","29391976.00"
"4825","2","4","1","1","5","2","28749998.00"
"4826","2","4","1","1","5","2","28883771.00"
"4827","1","4","1","1","5","2","29403257.00"
"4828","3","4","1","1","5","1","6363260.00"
"4829","3","4","1","1","5","1","6151108.00"
"4830","3","4","1","1","5","1","7174071.00"
"4831","3","4","1","1","5","1","7563928.00"
"4832","3","4","1","1","5","1","8502449.00"
"4833","3","4","1","1","5","1","9213841.00"
"4834","1","4","1","1","5","2","27255016.00"
"4835","1","4","1","1","5","2","27193338.00"
"4836","3","4","1","1","5","1","9933222.00"
"4837","3","4","1","1","5","1","9102211.00"
"4838","2","4","1","1","5","2","26183127.00"
"4839","1","4","1","1","5","2","26341879.00"
"4840","3","4","1","1","5","1","9233707.00"
"4841","3","4","1","1","5","1","10293176.00"
"4842","1","4","1","1","5","2","26994138.00"
"4843","3","4","1","1","5","1","60624444.00"
"4844","2","4","1","1","5","2","28603361.00"
"4845","3","4","1","1","5","1","62113573.00"
"4846","2","4","1","1","5","2","29283198.00"
"4847","3","4","1","1","5","1","65708321.00"
"4848","2","4","1","1","5","2","29412485.00"
"4849","3","4","1","1","5","1","55463325.00"
"4850","3","4","1","1","5","1","54449978.00"
"4851","2","4","1","1","5","2","29553670.00"
"4852","3","4","1","1","5","1","54222598.00"
"4853","3","4","1","1","5","1","53341983.00"
"4854","3","4","1","1","5","1","55392541.00"
"4855","3","4","1","1","5","1","55163775.00"
"4856","3","4","1","1","5","1","55424481.00"
"4857","3","4","1","1","5","1","53274421.00"
"4858","3","4","1","1","5","1","53032441.00"
"4859","3","4","1","3","1","1","54653340.00"
"4860","2","4","1","3","1","2","12150123.00"
"4861","1","4","1","3","1","2","12243780.00"
"4862","2","4","1","3","1","2","21803384.00"
"4863","1","4","1","3","1","2","21123117.00"
"4864","3","4","1","3","1","1","25151019.00"
"4865","1","4","1","3","1","2","14462978.00"
"4866","1","4","1","3","1","2","18223810.00"
"4867","1","4","1","3","1","2","17414763.00"
"4868","2","4","1","3","1","2","43802806.00"
"4869","3","4","1","3","1","1","45483338.00"
"4870","1","4","1","3","1","2","19013354.00"
"4871","1","4","1","3","1","2","19593801.00"
"4872","1","4","1","3","1","2","19353230.00"
"4873","3","4","1","3","1","1","42512886.00"
"4874","2","4","1","3","1","2","43253698.00"
"4875","2","4","1","3","1","2","45287993.00"
"4876","3","4","1","3","1","1","45693733.00"
"4877","3","4","1","3","1","1","2143197.00"
"4878","2","4","1","3","1","2","2803545.00"
"4879","1","4","1","3","1","2","12084096.00"
"4880","3","4","1","3","1","1","12026953.00"
"4881","1","4","1","3","1","2","15833759.00"
"4882","2","4","1","3","1","2","11483476.00"
"4883","1","4","1","3","1","2","15553348.00"
"4884","2","4","1","3","1","2","12374445.00"
"4885","1","4","1","3","1","2","15147780.00"
"4886","1","4","1","3","1","2","16893566.00"
"4887","1","4","1","3","1","2","17082624.00"
"4888","1","4","1","3","1","2","16246830.00"
"4889","2","4","1","3","1","2","4943654.00"
"4890","3","4","1","3","1","1","5825015.00"
"4891","1","4","1","3","1","2","24273522.00"
"4892","3","4","1","3","1","1","6413521.00"
"4893","2","4","1","3","1","2","6765190.00"
"4894","2","4","1","3","1","2","8037508.00"
"4895","2","4","1","3","1","2","8340756.00"
"4896","3","4","1","3","1","1","9303338.00"
"4897","1","4","1","3","1","2","12585828.00"
"4898","1","4","1","3","1","2","13404593.00"
"4899","3","4","1","3","1","1","10515193.00"
"4900","1","4","1","3","1","2","13673073.00"
"4901","2","4","1","3","1","2","8823807.00"
"4902","3","4","1","3","1","1","9424111.00"
"4903","1","4","1","3","1","2","14772372.00"
"4904","1","4","1","3","1","2","14349289.00"
"4905","3","4","1","3","1","1","17374575.00"
"4906","3","4","1","3","1","1","56712970.00"
"4907","3","4","1","3","1","2","57593666.00"
"4908","3","4","1","3","1","1","57971790.00"
"4909","2","4","1","3","1","2","59039851.00"
"4910","3","4","1","3","1","1","58124047.00"
"4911","2","4","1","3","2","2","63893390.00"
"4912","1","4","1","3","2","2","13603453.00"
"4913","1","4","1","3","2","2","14133591.00"
"4914","1","4","1","3","2","2","17893512.00"
"4915","1","4","1","3","2","2","24663238.00"
"4916","1","4","1","3","2","2","27115413.00"
"4917","3","4","1","3","2","1","8989107.00"
"4918","3","4","1","3","2","1","22183822.00"
"4919","3","4","1","3","2","1","32627017.00"
"4920","1","4","1","3","2","2","3608428.00"
"4921","1","4","1","3","2","2","49643928.00"
"4922","3","4","1","3","2","1","39978502.00"
"4923","1","4","1","3","2","2","4363337.00"
"4924","3","4","1","3","2","2","50232563.00"
"4925","1","4","1","3","2","2","5600093.00"
"4926","2","4","1","3","2","2","60040655.00"
"4927","1","4","1","3","2","2","62563676.00"
"4928","3","4","1","3","3","2","97594433.00"
"4929","2","4","1","3","3","2","3021711.00"
"4930","3","4","1","3","3","1","45943202.00"
"4931","3","4","1","3","3","1","49565358.00"
"4932","3","4","1","3","3","1","49429061.00"
"4933","1","4","1","3","3","2","5540196.00"
"4934","3","4","1","3","3","2","47383885.00"
"4935","2","4","1","3","3","2","8973296.00"
"4936","2","4","1","3","3","2","8535308.00"
"4937","3","4","1","3","3","1","31183519.00"
"4938","3","4","1","3","3","2","29595627.00"
"4939","2","4","1","3","3","2","57713643.00"
"4940","1","4","1","3","3","2","60123258.00"
"4941","2","4","1","3","3","2","59964053.00"
"4942","1","4","1","3","3","2","60133844.00"
"4943","3","4","1","3","3","1","29039444.00"
"4944","3","4","1","3","3","1","80953975.00"
